ID,YearQrtr,Asset Growth Rate ,Gross Loans/ Assets ,Deposit Growth Rate ,Loans/ Deposits ,Interest Income/ Avg Assets ,Interest Expense/ Average Assets ,Net Interest Income/ Avg Assets ,Noninterest Income/ Average Assets ,Net Interest Margin ,Yield/ Cost Spread ,Operating Expense/ Operating Revenue ,Risk Based Capital Ratio ,Equity/ Assets ,Reserves/ NPAs ,Yield on Loans and Leases ,Cost of Funds , Change in Assets , Change in Deposits ,Net Chargeoffs/ Avg Loans ,Yield on Earning Assets ,Cost of Interest-bearing Liabilities ,Yield/ Cost Spread ,Yield on Securities & Other Assets ,Yield on Debt and Equity Securities ,Yield on Other Assets ,Cost of Int-bearing Deposits ,Cost of Borrowings ,Cost of Time Deposits > $250K ,Cost of Other Time Deposits ,Earning Assets/ IBL ,Liquidity Ratio ,Liquid Assets/ Assets ,One Year Gap/ Assets ,Asset-weighted Securities & Other Yield ,Asset-weighted Loan Yield ,Asset-weighted Securities Yield ,Liab-weigh Cost of Int-bear Dep ,Liability-wtd Borrowing Cost ,Asset-weighted Other Asset Yield ,ROAA ,U.S.Avg Rate _1Yr10K_CD,U.S.Avg Rate _5Yr10K_CD
BNk60,2007Q1,-1.8,91.8,23.03,102.72,6.12,3.66,2.51,0.28,2.59,2.25,87.56,16.08,9.37,66.53,6.44,4.04,-0.45,5.76,0.04,6.32,4.07,2.25,3.88,,-0.12,4.04,4.55,,,108.43,6.99,6.34,,0.19,6.12,,3.88,0.18,0.2,0.16,5.2,5.52
BNk61,2007Q1,6.04,65.75,5.86,84.28,5.44,2.51,2.93,1.05,3.08,2.52,60.84,14.18,7.67,620.48,6.32,2.77,1.51,1.47,0.03,5.72,3.2,2.52,4.37,4.29,6,2.94,4.48,4.77,4.36,119.08,7.07,6.53,-18.27,1.35,4.36,1.24,2.44,0.76,0.12,1.08,4.14,4.23
BNk62,2007Q1,20.48,77.95,25.35,101.37,7.04,2.71,4.33,1.03,4.82,4.37,60.39,13.16,8.16,163.69,8.05,2.89,5.12,6.34,-0.01,7.84,3.47,4.37,5.9,5.09,13,3.42,3.69,4.39,4.35,116.31,10.75,9.87,42.36,0.59,7.25,0.46,2.7,0.77,0.13,1.25,3.25,4.5
BNk63,2007Q1,0.49,73.95,-0.37,86.7,6.72,3.11,3.61,0.81,3.8,3.46,61.43,12,9.5,,7.64,3.45,0.12,-0.09,0.05,7.06,3.61,3.46,4.96,4.89,5.47,3.58,4.04,4.25,4.7,110.66,24.46,22.13,-8.45,1.06,6,0.92,3.42,0.18,0.14,1,5,4.4
BNk64,2007Q1,7.01,54.78,7.28,63.05,5.11,3.28,1.84,0.1,1.88,1.38,85.05,32.11,12.18,,5.53,3.77,1.75,1.82,0,5.21,3.82,1.38,4.79,,-0.33,3.81,,,,114.28,50.32,44.19,,2.11,3.1,,3.81,,2.11,0.18,5.1,5.28
BNk65,2007Q1,17.57,68.39,19.99,80.97,6.62,2.86,3.77,2.7,4.28,3.59,73.79,10.71,7.75,112.81,8.12,3.16,4.39,5,0.29,7.52,3.94,3.59,5.29,5.06,5.83,3.61,6.88,4.56,4.39,117.32,18.26,16.85,37.09,1.11,6.41,0.76,3.25,0.69,0.35,0.9,4.51,4.45
BNk66,2007Q1,1.37,75.09,3.85,112.35,5.82,3.42,2.4,0.57,2.49,2.22,88.74,13.51,8.62,69.19,6.45,3.54,0.34,0.96,0.02,6.02,3.8,2.22,4.34,3.82,,3.41,4.81,3.17,5.9,110.4,14.35,13.11,-12.62,0.91,5.1,0.76,2.46,1.35,0.16,0.33,4.92,5.02
BNk67,2007Q1,-6.79,72.89,-9.36,106.92,6.15,3.04,3.11,1.6,3.45,2.86,52.54,11.61,10.9,124.59,7.33,3.4,-1.7,-2.34,0.14,6.82,3.97,2.86,4.66,4.69,4,3.51,5.12,4.06,4.37,116.85,9.02,8.04,8.99,0.89,5.94,0.84,2.52,1.43,0.04,1.44,3.86,
BNk68,2007Q1,-7.04,79.46,-5.27,99.45,6.44,3.33,3.11,1.3,3.3,2.81,71.24,11.03,6.88,358.91,7.41,3.61,-1.76,-1.32,0,6.82,4.02,2.81,3.93,3.78,6,3.8,5.31,5.11,4.52,110.43,9.59,8.93,-27.4,0.67,6.15,0.49,3.27,0.74,0.18,1.11,2.72,4.6
BNk69,2007Q1,0.98,69.02,-9.72,83.22,5.27,2.09,3.18,0.84,3.4,2.85,85.58,23.19,12.7,,6.03,2.4,0.25,-2.43,-0.06,5.64,2.79,2.85,4.47,4.39,6.1,2.7,5.65,4.71,3.89,124.53,29.74,25.96,-24.52,1.13,4.51,1.05,2.61,0.18,0.08,0.54,1.6,2.95
BNk70,2007Q1,4.39,44.64,20.07,58.25,5.93,3.28,2.64,0.72,2.82,2.61,58.24,17.57,7.8,,7.99,3.2,1.1,5.02,-0.11,6.32,3.71,2.61,4.78,4.66,10,3.62,4.1,4.37,5.1,121.44,26.26,24.21,-1.07,2.49,3.84,2.38,2.93,0.78,0.1,1.06,4.84,4.16
BNk71,2007Q1,4.21,84.41,-7.24,118.92,6.02,3.68,2.53,0.12,2.71,2.31,91.28,11.93,6.86,,6.7,3.96,1.05,-1.81,0,6.46,4.14,2.31,4.16,,-0.24,3.82,5.2,,,104.58,11.6,10.8,,0.37,6.1,,2.94,1.2,0.36,0.13,5.1,4
BNk72,2007Q1,-0.51,70.94,-0.54,81.67,6.55,2.29,4.27,1.59,4.68,3.76,66.78,14.2,9.99,107.09,7.8,2.54,-0.13,-0.14,0.16,7.2,3.44,3.76,4.88,4.79,6.5,3.4,4.69,4.7,4.17,138.79,11.19,10.07,-16.91,1.02,6.16,0.91,3.3,0.14,0.13,1.2,,
BNk73,2007Q1,158.04,74.31,238.59,121.85,7.89,2.62,5.27,1.64,5.57,3.73,191.82,26.08,26.44,,9.02,3.87,39.51,59.65,0,8.33,4.6,3.73,4.97,,,4.69,4.23,5.22,5.56,149.81,31.64,23.27,22.54,0.84,7.49,,3.84,0.77,,-6.91,,
BNk74,2007Q1,20.86,0,0,0,4.58,0.47,4.19,52.62,4.9,0.55,67.76,331.75,90.43,,,4.8,5.22,0,0,5.35,4.8,0.55,5.35,,5.35,4.8,,,,935.2,,88.86,,5.35,0,,4.8,,5.35,18.32,,
BNk75,2007Q1,1.47,75.44,4.04,112.29,5.85,3.43,2.41,0.55,2.46,2.02,89.37,12.82,8.17,69.19,6.45,3.66,0.37,1.01,0.02,5.97,3.95,2.02,4.16,3.92,6.8,3.58,4.86,3.75,5.2,109.82,13.85,12.72,-9.18,0.88,5.08,0.76,2.56,1.39,0.12,0.32,4.92,5.02
BNk76,2007Q1,14.82,56.1,15.33,61.73,5.68,2.72,2.96,1.1,3.14,2.68,74.71,15.9,6.34,,6.92,2.88,3.7,3.83,0.15,6.03,3.35,2.68,4.66,4.58,4.2,3.25,7.21,4.85,4.62,115.83,37.67,35.29,-2.7,1.82,4.22,1.6,3.15,0.22,0.21,0.82,4.91,
BNk77,2007Q1,-0.23,55.38,3.59,67.05,5.55,2.64,2.91,1.45,3.35,3.26,79.43,15.42,10.52,123.52,7.24,2.78,-0.06,0.9,-0.12,6.39,3.12,3.26,4.91,4.9,,3.03,4.05,3.74,5.06,115.61,14.94,13.37,3.13,1.82,4.56,1.76,2.76,0.36,0.07,0.58,,
BNk78,2007Q1,11.97,66.33,12.76,76.11,6.5,2.21,4.29,1.62,4.73,3.76,65.37,13.95,10.09,248.01,7.96,2.45,2.99,3.19,0.03,7.17,3.41,3.76,4.84,4.05,5.25,3.45,2.29,4.33,4.47,141.39,19.9,17.89,28.47,1.21,5.97,0.57,3.35,0.07,0.63,1.29,4.85,4.85
BNk79,2007Q1,9.06,61.83,9.32,73,5.77,2.35,3.42,1.26,3.91,3.87,72.25,13.57,7.96,118.81,7.42,2.53,2.27,2.33,0.12,6.59,2.71,3.87,4.6,4.54,6.5,2.45,6.19,4.54,4.06,102.28,21.35,19.65,9.34,1.38,5.19,1.27,2.28,0.43,0.13,0.82,3.13,4
BNk80,2007Q1,17.81,79.06,59.4,89.77,7.73,3.93,3.8,1.81,3.87,3.1,64.22,14.29,11.01,,8.39,4.38,4.45,14.85,0.11,7.86,4.76,3.1,5.36,5.44,5.13,4.73,5.17,0.85,10.31,119.45,16.72,14.88,28.81,0.91,6.96,0.49,4.45,0.31,0.41,1.08,,
BNk81,2007Q1,13.98,73.03,47.61,94.2,6.93,2.71,4.22,2.02,4.63,4.55,70.49,13.61,7.94,369.49,8.29,2.62,3.5,11.9,0.18,7.61,3.07,4.55,4.81,4.93,4,2.68,4.87,4.52,4.4,118.39,7.44,6.85,-33.93,0.91,6.71,0.74,2.2,0.88,0.16,1.15,4,4.5
BNk82,2007Q1,8.31,73.55,9.36,93.89,6.24,3.26,2.98,1.73,3.37,3.05,78.02,13.11,7.17,559.69,7.52,3.53,2.08,2.34,0.02,7.05,4,3.05,4.63,4.44,6,3.74,5.53,5.25,4.54,108.31,7.38,6.85,1.61,0.74,6.32,0.67,3.22,0.77,0.06,0.79,,
BNk83,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk84,2007Q1,11.08,75.31,3.22,103.65,5.96,2.87,3.09,1.28,3.32,2.89,71.86,11.78,9.35,,6.66,3.13,2.77,0.81,0.15,6.4,3.51,2.89,5.13,5.17,4.58,3.15,4.9,4.28,4.15,115.4,6.03,5.46,-18.22,0.86,5.54,0.81,2.5,1.01,0.05,0.74,3.77,4.3
BNk85,2007Q1,-3.28,79.8,3.72,102.5,5.52,2.54,3,0.33,3.27,2.72,76.76,34.14,19.44,5.15,6.29,3.16,-0.82,0.93,0,6.02,3.3,2.72,4.18,,-0.26,3.3,3.27,,,119.87,18.42,14.84,,0.54,5.47,,3.17,0.13,0.55,0.49,4,4.5
BNk86,2007Q1,2.47,57.43,2.13,70.93,5.64,2.24,3.4,1.2,3.73,3.37,66.75,16.44,9.33,323.78,7.31,2.5,0.62,0.53,-0.16,6.19,2.82,3.37,4.17,4.16,4.3,2.47,6.26,3.91,4.47,116.36,20.92,18.97,-4.26,1.49,4.69,1.35,2.24,0.58,0.15,1.53,,
BNk87,2007Q1,-8.51,62.4,1.65,82.41,6.74,3.44,3.3,1.26,3.3,2.59,65.02,13.15,10.55,102.52,7.78,3.58,-2.13,0.41,0.59,6.74,4.15,2.59,4.47,4.38,6,3.96,5.11,4.23,6.05,118.65,13.05,11.67,-4.32,1.43,5.29,1.27,3.33,0.82,0.18,1.22,4.65,4.86
BNk88,2007Q1,1.76,65.6,-0.18,81.39,6.09,2.95,3.14,0.65,3.39,2.89,71.62,11.52,8.59,145.72,7.38,3.24,0.44,-0.04,0.13,6.58,3.69,2.89,4.57,4.45,5.4,3.55,4.62,4.67,4.59,115.06,25.5,23.31,-4.82,1.33,5.24,1.07,3.13,0.55,0.27,0.78,4.25,
BNk89,2007Q1,9.39,52.47,11.02,63.57,5.64,3.74,1.89,0.88,2,1.38,67.13,12.21,9.75,522.31,7.25,4.26,2.35,2.75,-0.04,5.94,4.56,1.38,4.31,4.19,5.33,4.61,3.78,5.16,4.39,115.36,38.64,34.87,6.25,1.9,4.06,1.72,4.29,0.26,0.16,0.6,,
BNk90,2007Q1,12.55,50.2,-0.4,109.33,5.5,3.22,2.27,2.41,2.56,1.62,49.02,11.94,8.93,389.45,7.5,3.91,3.14,-0.1,0.77,6.19,4.57,1.62,4.62,5.02,4.23,3.15,5.87,4.21,5.08,122.16,32.11,29.23,-5.21,2.08,4.13,0.75,1.51,3.05,1.31,1.38,3.76,3.71
BNk91,2007Q1,-2.09,82.98,-14.72,149.15,6.31,3.09,3.33,0.36,3.6,3.18,72.21,15.32,8.82,185.95,7,3.39,-0.52,-3.68,0.02,6.83,3.66,3.18,5.38,,-0.17,2.74,4.99,,,109.66,12.24,11.16,,0.54,6.3,,1.62,2.05,0.53,0.78,3.75,3.75
BNk92,2007Q1,-21.34,74.38,-25.25,95.38,6.31,3.41,2.9,0.43,3,2.7,79.57,11.31,7.27,169.42,7.01,3.69,-5.33,-6.31,0.01,6.53,3.83,2.7,5.14,5.13,5.18,3.7,4.53,4.87,4.73,107.03,19.25,17.86,-22.59,1.31,5.22,1.07,3.12,0.71,0.24,0.42,5.13,
BNk93,2007Q1,-3,71.88,-3.52,95.58,6.87,3.14,3.73,0.32,3.97,3.28,59.89,13.21,7.84,,8.24,3.43,-0.75,-0.88,-0.02,7.3,4.03,3.28,4.27,4.26,3.67,3.76,5.1,4.99,4.67,118.84,7.52,6.93,2.77,0.98,6.34,0.85,3,1.02,0.11,1.04,,
BNk94,2007Q1,11.26,64.82,12.19,73.51,5.35,2.08,3.28,1.05,3.56,3.33,84.35,19.97,10.03,124.2,6.57,2.32,2.82,3.05,0.03,5.79,2.46,3.33,3.93,,,2.44,3.6,,,109.24,33.84,30.45,,1.14,4.66,,2.39,0.07,1.13,0.47,3.5,
BNk95,2007Q1,-3.03,62.2,-3.52,82.06,5.73,1.92,3.82,2.39,4.12,3.47,52.67,11.39,6.78,,6.84,2.49,-0.76,-0.88,0.16,6.19,2.72,3.47,4.83,4.94,3.67,2.23,4.79,4.05,3.84,110.68,16.39,15.28,2.24,1.55,4.65,1.43,1.81,0.91,0.11,1.81,1.65,3.15
BNk96,2007Q1,23.6,87.22,21.86,100.66,6.3,4.22,2.08,0.05,2.11,1.55,42.39,9.61,6.51,390.84,6.58,4.58,5.9,5.46,0,6.38,4.83,1.55,4.81,4.81,,4.76,5.76,4.82,4.89,111.56,11.91,11.13,-9.77,0.53,5.86,0.53,4.43,0.4,-0.01,0.7,,
BNk97,2007Q1,24.91,38.26,25.26,47.72,5.49,2.76,2.73,1.35,2.88,2.56,84,18.64,9.7,135.02,7.31,3.04,6.23,6.31,0.05,5.78,3.22,2.56,4.71,4.61,5.67,3.16,3.77,4.66,4.33,111.44,34.68,31.32,-55.69,2.78,3,2.44,2.85,0.38,0.34,0.55,,
BNk98,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk99,2007Q1,-6.37,72.71,-2.26,99.62,5.78,2.21,3.56,0.77,3.89,3.45,82.87,13.06,11.23,,6.61,2.5,-1.59,-0.57,0.11,6.3,2.85,3.45,5.1,5,7.09,2.53,4.16,4.49,4.09,118.18,11.26,10,-16.64,1.05,5.25,0.98,2.03,0.82,0.07,0.49,4,4.25
BNk100,2007Q1,-13.51,39.08,-20.09,66.14,4.01,2.33,1.67,5.75,2.13,0.97,65.36,12.81,11.53,,5.46,3.13,-3.38,-5.02,-0.09,5.09,4.12,0.97,4.8,5.23,4.33,3.65,5.63,1.01,0,143.36,33.9,29.94,7.8,2.64,2.46,1.46,2.77,1.35,1.17,1.7,4,3.75
BNk101,2007Q1,-8.46,81.58,-10.05,91.8,6.02,2.35,3.69,0.63,4,3.88,81.92,15.4,10.52,243.94,6.97,2.64,-2.12,-2.51,0.07,6.53,2.65,3.88,3.51,,15.67,2.65,0,,,104.28,13.22,11.83,,0.46,6.06,,2.65,0,0.47,0.34,,
BNk102,2007Q1,9.68,67.71,13.62,75.8,7.37,2.25,5.13,0.62,5.41,4.44,54.08,12.38,9.7,,8.96,2.48,2.42,3.41,0,7.78,3.34,4.44,4.84,4.67,5.27,3.33,4.86,4.73,4.29,140.73,19.58,17.68,48.31,1.4,6.36,0.84,3.33,0,0.58,1.7,,
BNk103,2007Q1,,74.05,,89.86,6.75,3.47,3.27,0.62,3.55,3.37,74.68,10.66,5.91,308.73,8.03,3.95,,,0.08,7.32,3.95,3.37,4.8,4.89,4.71,3.82,4.73,,,107.08,7.75,7.3,18.32,1.06,6.26,0.73,3.28,0.66,0.33,0.62,5.04,4.69
BNk104,2007Q1,-3.52,75.41,2.67,101.19,5.72,2.89,2.83,0.56,3.09,2.6,81.63,14.7,9.69,286.08,6.42,3.32,-0.88,0.67,0,6.25,3.65,2.6,5.46,4.58,19,3.42,4.56,3.95,5.04,111.52,20.05,18.11,-10.69,0.93,5.33,0.73,2.74,0.91,0.19,0.39,4.5,4.05
BNk105,2007Q1,-0.88,78.8,-6.98,106.6,5.85,2.98,2.87,0.27,2.96,2.63,69.47,14.84,8.89,49.79,6.28,3.29,-0.22,-1.74,0.01,6.04,3.4,2.63,4.95,4.47,7.13,3.19,4.32,6.41,3.13,109.31,19.66,17.91,2.71,0.91,5.13,0.68,2.6,0.81,0.23,0.53,,
BNk106,2007Q1,-8.55,78.95,-6.3,93.3,7.22,3.4,3.83,0.6,3.94,3.48,54.81,12.62,10.04,230.12,8,3.78,-2.14,-1.57,0,7.44,3.96,3.48,5.07,5.05,5,3.84,6.44,5.14,4.95,114.32,21.01,18.9,-25.83,0.96,6.48,0.86,3.65,0.32,0.1,1.84,4.3,
BNk107,2007Q1,7.14,83.49,19.77,97.53,7.72,1.25,6.48,1.36,7.53,7.29,86.01,22.04,12.67,46.64,9.05,1.46,1.79,4.94,-0.01,8.97,1.68,7.29,5.95,,-0.09,1.58,7.11,,,116.02,10.03,8.76,,0.18,8.78,,1.55,0.14,0.19,0.94,,
BNk108,2007Q1,-10.61,81.59,-13.16,96.75,6.73,2.71,4.05,1,4.47,4.34,60.91,10.97,7.88,165.13,7.83,2.96,-2.65,-3.29,-0.04,7.43,3.09,4.34,4.16,,-0.4,2.95,4.74,,,103.21,13.2,12.16,,0.46,6.97,,2.71,0.38,0.46,1.88,,
BNk109,2007Q1,8.49,84.37,18.11,103.11,7.47,3.8,3.67,0.72,3.88,3.3,67.69,12.62,7.88,260.13,8.28,4.11,2.12,4.53,0.02,7.89,4.6,3.3,4.37,4.3,4.38,4.46,5.41,5.4,4.19,115.26,10.49,9.67,8.15,0.44,7.45,0.09,3.84,0.76,0.35,0.89,4.81,4.82
BNk110,2007Q1,0.2,68.07,8.87,81.04,5.97,2.68,3.29,1.2,3.51,3.11,67.49,13.97,9.95,191.9,7.05,2.87,0.05,2.22,0.19,6.36,3.25,3.11,4.59,4.99,2.6,2.96,6.72,4.74,4.32,116.39,14.17,12.76,-3.39,1.29,5.08,1.15,2.72,0.54,0.13,1.11,,
BNk111,2007Q1,1.16,66.8,8.47,109.04,5.97,3.42,2.55,0.63,2.66,2.24,57.45,12.02,7.56,,6.63,3.71,0.29,2.12,0.02,6.22,3.98,2.24,5.27,5.21,3.5,3.46,4.88,4.34,4.39,109.79,9.77,9.03,-46.84,1.58,4.64,1.51,2.18,1.81,0.07,0.66,,
BNk112,2007Q1,0.18,90.11,3.35,113.53,5.71,3.67,2.04,0.14,2.09,1.49,90.42,31.31,14.85,,5.91,4.36,0.05,0.84,0,5.85,4.36,1.49,5.25,,-0.06,4.35,4.51,,,115.85,9.1,7.75,,0.53,5.32,,4.09,0.27,0.53,0.07,,
BNk113,2007Q1,-1.68,78.8,-2.85,90.73,6.81,3.52,3.29,0.72,3.49,2.96,55.48,10.24,8.17,59.77,7.79,3.84,-0.42,-0.71,0.05,7.22,4.27,2.96,4.58,4.2,5.6,4.23,4.92,4.8,4.69,113.76,12.31,11.3,20.46,0.82,6.39,0.55,4.02,0.25,0.28,1.08,,
BNk114,2007Q1,167.67,7.31,8.49,,5.72,5.53,0.19,0.49,0.2,,88.39,11.41,1.02,379.1,4.09,6.42,41.92,2.12,0.46,6.02,6.42,,6.18,4.29,6.18,6.4,6.42,6.4,,110.08,90.31,89.39,-9.59,5.69,0.33,0,0,6.42,5.69,0.01,,
BNk115,2007Q1,4.79,71.12,-2.49,93.49,5.76,2.65,3.11,0.66,3.29,2.71,83.35,16.8,10.11,266.28,6.59,2.93,1.2,-0.62,-0.04,6.09,3.38,2.71,4.58,4.49,5.8,3.1,4.85,4.3,4.26,122.01,20.89,18.78,-7.48,1.15,4.94,1.05,2.61,0.77,0.1,0.47,4.55,4.45
BNk116,2007Q1,4.84,74.79,12.04,97.54,5.8,2.83,2.97,0.46,3.21,2.72,86.86,13.66,8.94,76.34,6.58,3.11,1.21,3.01,0.01,6.26,3.54,2.72,5.01,4.95,5.65,3.31,4.62,4.81,4.63,116.84,22.44,20.43,-24.7,1.01,5.25,0.91,2.71,0.83,0.1,0.37,4.25,4.75
BNk117,2007Q1,11.17,69.67,12.53,90.96,5.04,2.98,2.06,1.07,2.21,2.01,105.86,13.92,8.89,190.18,5.9,3.29,2.79,3.13,0.04,5.41,3.4,2.01,3.93,3.83,5.85,3.05,5.41,4.83,4.18,104.92,24.02,21.89,-17.14,0.98,4.42,0.91,2.59,0.81,0.07,0.06,3.4,4.02
BNk118,2007Q1,1.33,85.34,2.96,108.66,5.68,3.25,2.47,0.2,2.63,2.15,93.95,17.06,10,157.87,6.21,3.64,0.33,0.74,0,6.06,3.91,2.15,4.61,,-0.15,3.82,4.45,,,111.74,11.33,10.2,,0.41,5.65,,3.33,0.58,0.41,0.08,4.25,4.7
BNk119,2007Q1,1.13,70.11,-5.59,106.86,6.23,3.12,3.11,2.18,3.51,2.96,53.57,13.87,9.57,244.31,7.6,3.55,0.28,-1.4,0.29,7.03,4.07,2.96,4.89,4.84,5.5,3.72,5.11,5.21,4.37,116.09,11.47,10.37,-1.12,1.03,6,0.92,2.79,1.28,0.11,1.39,3.38,3.99
BNk120,2007Q1,2.32,72.52,17.08,103.77,6.34,3.09,3.25,2.08,3.54,3.48,57.43,11.96,8.51,290.61,7.46,2.84,0.58,4.27,0.3,6.92,3.43,3.48,4.82,4.56,,2.75,5.47,4.95,4.94,128.13,11.44,10.46,11.57,1.01,5.89,0.91,2.07,1.37,0.12,1.32,4.54,4.75
BNk121,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.5
BNk122,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk123,2007Q1,4.66,69.05,6.16,110.85,5.66,2.79,2.86,0.33,2.94,2.5,74.62,19.65,14.39,742.18,6.41,3.06,1.16,1.54,0.04,5.81,3.32,2.5,4.26,3.87,,2.72,4.83,4.53,4.28,123.67,31.24,26.75,-15.89,1.19,4.62,1.08,1.96,1.35,0.11,1.06,3,4.6
BNk124,2007Q1,7.35,47.51,-3.03,65.47,10.81,3.23,7.58,2.21,8.23,7.33,31.66,43.98,26.48,7.73,14.45,4.19,1.84,-0.76,1.37,11.74,4.4,7.33,4.84,5.02,4.52,4.38,13.84,4.62,4.63,132.9,54.98,40.35,-5.77,1.37,10.37,0.92,4.37,0.03,0.45,6.34,,
BNk125,2007Q1,4.68,64.76,3.31,73.38,6,3.46,2.53,0.36,2.78,2.61,85.87,19.48,10.8,15.13,7.38,3.94,1.17,0.83,-0.01,6.58,3.98,2.61,4.54,4.13,5.14,3.98,,5.21,4.47,103.45,24.92,22.23,-17.87,1.27,5.31,0.7,3.98,,0.58,0.26,,
BNk126,2007Q1,26.25,56.63,34.34,66.8,6.38,2.2,4.2,0.35,4.31,3.83,51.54,32.6,14.86,64.98,7.87,2.62,6.56,8.58,0,6.54,2.71,3.83,4.59,,-1.32,2.71,,,,119.19,49.28,41.95,,1.84,4.72,,2.71,,1.82,2.13,,
BNk127,2007Q1,-0.84,78.72,-1.21,86.02,6.04,3.11,2.93,0.21,3.19,2.95,88.08,12.73,8.26,29.34,6.88,3.4,-0.21,-0.3,0,6.58,3.63,2.95,4.81,,-0.3,3.62,,,,107.14,16.41,15.06,,0.67,5.92,,3.62,,0.66,0.29,,
BNk128,2007Q1,-3.49,59.39,-2.51,73.43,5.32,3.26,2.08,0.16,2.12,1.38,85.28,38.22,17.64,92.78,6,4.03,-0.87,-0.63,0,5.42,4.05,1.38,4.56,,-0.58,4.05,,,,122.31,47.6,39.2,,1.82,3.6,,4.05,,1.82,0.26,,
BNk129,2007Q1,-6.1,71.86,-4.36,104.17,5.21,3.11,2.11,0.26,2.23,2,87.05,15.98,9.28,152.65,5.77,3.41,-1.53,-1.09,0.01,5.51,3.52,2,4.66,4.48,6.97,3.12,4.79,4.52,4.2,107.52,23.21,21.06,-3.85,1.07,4.45,0.95,2.38,1.14,0.12,0.18,5,4.55
BNk130,2007Q1,-16.38,85.1,-18.64,98.06,5.72,3.21,2.56,0.14,2.64,2.26,97.71,15.46,10.55,72.56,5.93,3.59,-4.1,-4.66,0,5.91,3.65,2.26,5.85,,-0.01,3.6,5.47,,,110.91,14.27,12.76,,0.99,4.92,,3.49,0.16,0.99,0.03,,
BNk131,2007Q1,-4.76,73.3,-9.1,100.81,5.5,2.81,2.69,0.43,2.85,2.42,88.76,19.03,11.96,295.97,6.14,3.25,-1.19,-2.27,0.05,5.83,3.42,2.42,4.75,4.67,7.04,3.12,4.99,5.71,3.78,113.65,18.67,16.44,-25.81,1.04,4.8,0.98,2.63,0.79,0.05,0.28,4,4
BNk132,2007Q1,18.06,38.14,53.29,48.97,5.59,3.6,1.99,0.16,2.08,1.57,65.39,23,11.91,,7.68,4.04,4.51,13.32,0,5.86,4.29,1.57,4.64,4.35,7.33,4.27,4.4,4.47,5.23,116.55,60.33,53.14,-17.35,2.78,3.07,2.35,3.58,0.7,0.44,0.45,4.5,
BNk133,2007Q1,19.6,25.73,37.15,39.19,4.24,2.06,2.18,24.5,2.61,1.55,82,28.95,23.6,,6.65,3.16,4.9,9.29,0,5.08,3.52,1.55,4.29,4.19,4.57,3.51,4.98,,,145.21,54.98,42.01,9.95,2.87,2.19,1.84,3.48,0.05,1.05,5.32,,
BNk134,2007Q1,-7.16,59.04,5.56,89.91,5.39,3.65,1.84,0.04,1.94,1.5,91.96,26.45,10.36,37.37,6.24,4.1,-1.79,1.39,0.36,5.66,4.17,1.5,4.75,,-0.58,3.95,4.73,,,108.51,41.11,36.85,,1.85,3.81,,2.84,1.32,1.85,0.06,,
BNk135,2007Q1,1.06,85.11,-9.37,119.79,6.34,3.15,3.19,1,3.38,2.92,66.31,10.86,6.68,754.61,6.78,3.35,0.26,-2.34,0.07,6.72,3.79,2.92,6.01,4.99,9.84,3.41,4.91,2.73,6.75,112.78,10.08,9.41,-30.72,0.53,6.18,0.35,2.54,1.25,0.18,0.44,,
BNk136,2007Q1,-8.38,77.94,2.89,107.54,5.74,3.14,2.6,0.19,2.72,2.39,88.34,17.72,10.61,,6.31,3.53,-2.09,0.72,0,6.01,3.62,2.39,4.6,4.57,4.9,3.36,4.67,4.48,4.75,111.39,17.34,15.5,-33.37,0.81,5.2,0.75,2.69,0.93,0.06,0.23,4.5,
BNk137,2007Q1,9.94,41.56,8.72,48.69,5.06,2.28,2.78,0.99,3.13,3.02,89.27,22.37,10.69,89.86,6.82,2.62,2.48,2.18,0.13,5.7,2.69,3.02,4.7,,-1.12,2.71,1.51,,,104.43,56.16,50.16,,2.49,3.21,,2.66,0.03,2.49,0.38,,
BNk138,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk139,2007Q1,15.47,79.61,16.63,89.84,6.33,3.6,2.73,0.04,2.89,2.62,88.73,23.07,11.04,,6.76,4.08,3.87,4.16,0,6.7,4.08,2.62,6.36,,,4.08,,4.78,4.08,111.35,21.52,19.14,-38.49,1,5.7,,4.08,,,0.26,,
BNk140,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.05
BNk141,2007Q1,18.89,44.34,13.76,57.3,5.69,3.36,2.33,0.32,2.53,2.08,54.17,18.61,10.82,334.28,7.22,3.78,4.72,3.44,-0.03,6.16,4.08,2.08,5.18,4.69,,3.98,4.69,5.02,4.74,116.86,30.75,27.42,-11.91,2.69,3.47,2.44,3.43,0.66,0.25,0.9,,
